DT,Y,D1,D2,D3,D4,D5,D6,D7
A3362,25.079,21.448,23.908,25.619,25.613,25.418,26.280,25.931
A3363,25.707,25.079,21.448,23.908,25.619,25.613,25.418,26.280
A3364,25.385,25.707,25.079,21.448,23.908,25.619,25.613,25.418
A3365,25.387,25.385,25.707,25.079,21.448,23.908,25.619,25.613
A3366,25.545,25.387,25.385,25.707,25.079,21.448,23.908,25.619
A3367,24.140,25.545,25.387,25.385,25.707,25.079,21.448,23.908
A3368,22.197,24.140,25.545,25.387,25.385,25.707,25.079,21.448
A3369,25.517,22.197,24.140,25.545,25.387,25.385,25.707,25.079
A3370,25.574,25.517,22.197,24.140,25.545,25.387,25.385,25.707
A3371,25.850,25.574,25.517,22.197,24.140,25.545,25.387,25.385
A3372,25.473,25.850,25.574,25.517,22.197,24.140,25.545,25.387
A3373,25.655,25.473,25.850,25.574,25.517,22.197,24.140,25.545
A3374,24.306,25.655,25.473,25.850,25.574,25.517,22.197,24.140
A3375,22.034,24.306,25.655,25.473,25.850,25.574,25.517,22.197
A3376,25.170,22.034,24.306,25.655,25.473,25.850,25.574,25.517
A3377,25.755,25.170,22.034,24.306,25.655,25.473,25.850,25.574
A3378,25.863,25.755,25.170,22.034,24.306,25.655,25.473,25.850
A3379,25.263,25.863,25.755,25.170,22.034,24.306,25.655,25.473
A3380,25.728,25.263,25.863,25.755,25.170,22.034,24.306,25.655
A3381,24.546,25.728,25.263,25.863,25.755,25.170,22.034,24.306
A3382,22.277,24.546,25.728,25.263,25.863,25.755,25.170,22.034
A3383,24.939,22.277,24.546,25.728,25.263,25.863,25.755,25.170
A3384,25.577,24.939,22.277,24.546,25.728,25.263,25.863,25.755
A3385,25.381,25.577,24.939,22.277,24.546,25.728,25.263,25.863
A3386,23.102,25.381,25.577,24.939,22.277,24.546,25.728,25.263
A3387,21.828,23.102,25.381,25.577,24.939,22.277,24.546,25.728
A3388,22.417,21.828,23.102,25.381,25.577,24.939,22.277,24.546
A3389,21.378,22.417,21.828,23.102,25.381,25.577,24.939,22.277
A3390,25.454,21.378,22.417,21.828,23.102,25.381,25.577,24.939
A3391,26.109,25.454,21.378,22.417,21.828,23.102,25.381,25.577
A3392,25.928,26.109,25.454,21.378,22.417,21.828,23.102,25.381
A3393,25.565,25.928,26.109,25.454,21.378,22.417,21.828,23.102
A3394,26.327,25.565,25.928,26.109,25.454,21.378,22.417,21.828
A3395,24.513,26.327,25.565,25.928,26.109,25.454,21.378,22.417
A3396,22.831,24.513,26.327,25.565,25.928,26.109,25.454,21.378
A3397,26.449,22.831,24.513,26.327,25.565,25.928,26.109,25.454
A3398,26.651,26.449,22.831,24.513,26.327,25.565,25.928,26.109
A3399,26.561,26.651,26.449,22.831,24.513,26.327,25.565,25.928
A3400,26.683,26.561,26.651,26.449,22.831,24.513,26.327,25.565
A3401,25.752,26.683,26.561,26.651,26.449,22.831,24.513,26.327
A3402,24.682,25.752,26.683,26.561,26.651,26.449,22.831,24.513
A3403,23.150,24.682,25.752,26.683,26.561,26.651,26.449,22.831
A3404,25.827,23.150,24.682,25.752,26.683,26.561,26.651,26.449
A3405,26.158,25.827,23.150,24.682,25.752,26.683,26.561,26.651
A3406,26.197,26.158,25.827,23.150,24.682,25.752,26.683,26.561
A3407,26.231,26.197,26.158,25.827,23.150,24.682,25.752,26.683
A3408,25.301,26.231,26.197,26.158,25.827,23.150,24.682,25.752
A3409,24.454,25.301,26.231,26.197,26.158,25.827,23.150,24.682
A3410,22.880,24.454,25.301,26.231,26.197,26.158,25.827,23.150
A3411,25.895,22.880,24.454,25.301,26.231,26.197,26.158,25.827
A3412,26.389,25.895,22.880,24.454,25.301,26.231,26.197,26.158
A3413,25.909,26.389,25.895,22.880,24.454,25.301,26.231,26.197
A3414,25.861,25.909,26.389,25.895,22.880,24.454,25.301,26.231
A3415,26.411,25.861,25.909,26.389,25.895,22.880,24.454,25.301
A3416,24.749,26.411,25.861,25.909,26.389,25.895,22.880,24.454
A3417,26.203,24.749,26.411,25.861,25.909,26.389,25.895,22.880
A3418,22.864,26.203,24.749,26.411,25.861,25.909,26.389,25.895
A3419,27.038,22.864,26.203,24.749,26.411,25.861,25.909,26.389
A3420,27.208,27.038,22.864,26.203,24.749,26.411,25.861,25.909
A3421,26.896,27.208,27.038,22.864,26.203,24.749,26.411,25.861
A3422,27.115,26.896,27.208,27.038,22.864,26.203,24.749,26.411
A3423,25.692,27.115,26.896,27.208,27.038,22.864,26.203,24.749
A3424,23.533,25.692,27.115,26.896,27.208,27.038,22.864,26.203
A3425,26.489,23.533,25.692,27.115,26.896,27.208,27.038,22.864
A3426,26.906,26.489,23.533,25.692,27.115,26.896,27.208,27.038
A3427,27.238,26.906,26.489,23.533,25.692,27.115,26.896,27.208
A3428,27.133,27.238,26.906,26.489,23.533,25.692,27.115,26.896
A3429,27.136,27.133,27.238,26.906,26.489,23.533,25.692,27.115
A3430,25.203,27.136,27.133,27.238,26.906,26.489,23.533,25.692
A3431,22.976,25.203,27.136,27.133,27.238,26.906,26.489,23.533
A3432,26.747,22.976,25.203,27.136,27.133,27.238,26.906,26.489
A3433,26.378,26.747,22.976,25.203,27.136,27.133,27.238,26.906
A3434,26.552,26.378,26.747,22.976,25.203,27.136,27.133,27.238
A3435,26.971,26.552,26.378,26.747,22.976,25.203,27.136,27.133
A3436,27.028,26.971,26.552,26.378,26.747,22.976,25.203,27.136
A3437,25.567,27.028,26.971,26.552,26.378,26.747,22.976,25.203
A3438,23.988,25.567,27.028,26.971,26.552,26.378,26.747,22.976
A3439,27.050,23.988,25.567,27.028,26.971,26.552,26.378,26.747
A3440,27.388,27.050,23.988,25.567,27.028,26.971,26.552,26.378
A3441,27.550,27.388,27.050,23.988,25.567,27.028,26.971,26.552
A3442,27.541,27.550,27.388,27.050,23.988,25.567,27.028,26.971
A3443,27.244,27.541,27.550,27.388,27.050,23.988,25.567,27.028
A3444,25.964,27.244,27.541,27.550,27.388,27.050,23.988,25.567
A3445,24.113,25.964,27.244,27.541,27.550,27.388,27.050,23.988
A3446,26.294,24.113,25.964,27.244,27.541,27.550,27.388,27.050
A3447,26.785,26.294,24.113,25.964,27.244,27.541,27.550,27.388
A3448,26.960,26.785,26.294,24.113,25.964,27.244,27.541,27.550
A3449,24.510,26.960,26.785,26.294,24.113,25.964,27.244,27.541
A3450,25.846,24.510,26.960,26.785,26.294,24.113,25.964,27.244
A3451,24.685,25.846,24.510,26.960,26.785,26.294,24.113,25.964
A3452,23.021,24.685,25.846,24.510,26.960,26.785,26.294,24.113
A3453,26.872,23.021,24.685,25.846,24.510,26.960,26.785,26.294
A3454,27.019,26.872,23.021,24.685,25.846,24.510,26.960,26.785
A3455,27.282,27.019,26.872,23.021,24.685,25.846,24.510,26.960
A3456,26.840,27.282,27.019,26.872,23.021,24.685,25.846,24.510
A3457,26.254,26.840,27.282,27.019,26.872,23.021,24.685,25.846
A3458,24.929,26.254,26.840,27.282,27.019,26.872,23.021,24.685
A3459,23.352,24.929,26.254,26.840,27.282,27.019,26.872,23.021
A3460,26.840,23.352,24.929,26.254,26.840,27.282,27.019,26.872
A3461,26.288,26.840,23.352,24.929,26.254,26.840,27.282,27.019
A3462,26.299,26.288,26.840,23.352,24.929,26.254,26.840,27.282
A3463,26.870,26.299,26.288,26.840,23.352,24.929,26.254,26.840
A3464,26.386,26.870,26.299,26.288,26.840,23.352,24.929,26.254
A3465,24.542,26.386,26.870,26.299,26.288,26.840,23.352,24.929
A3466,22.872,24.542,26.386,26.870,26.299,26.288,26.840,23.352
A3467,26.140,22.872,24.542,26.386,26.870,26.299,26.288,26.840
A3468,26.042,26.140,22.872,24.542,26.386,26.870,26.299,26.288
A3469,26.469,26.042,26.140,22.872,24.542,26.386,26.870,26.299
A3470,26.647,26.469,26.042,26.140,22.872,24.542,26.386,26.870
A3471,26.569,26.647,26.469,26.042,26.140,22.872,24.542,26.386
A3472,24.722,26.569,26.647,26.469,26.042,26.140,22.872,24.542
A3473,22.844,24.722,26.569,26.647,26.469,26.042,26.140,22.872
A3474,25.947,22.844,24.722,26.569,26.647,26.469,26.042,26.140
A3475,27.180,25.947,22.844,24.722,26.569,26.647,26.469,26.042
A3476,27.366,27.180,25.947,22.844,24.722,26.569,26.647,26.469
A3477,26.893,27.366,27.180,25.947,22.844,24.722,26.569,26.647
A3478,26.559,26.893,27.366,27.180,25.947,22.844,24.722,26.569
A3479,24.957,26.559,26.893,27.366,27.180,25.947,22.844,24.722
A3480,22.628,24.957,26.559,26.893,27.366,27.180,25.947,22.844
A3481,25.659,22.628,24.957,26.559,26.893,27.366,27.180,25.947
A3482,26.579,25.659,22.628,24.957,26.559,26.893,27.366,27.180
A3483,26.945,26.579,25.659,22.628,24.957,26.559,26.893,27.366
A3484,26.940,26.945,26.579,25.659,22.628,24.957,26.559,26.893
A3485,27.070,26.940,26.945,26.579,25.659,22.628,24.957,26.559
A3486,25.557,27.070,26.940,26.945,26.579,25.659,22.628,24.957
A3487,23.720,25.557,27.070,26.940,26.945,26.579,25.659,22.628
A3488,27.347,23.720,25.557,27.070,26.940,26.945,26.579,25.659
A3489,27.168,27.347,23.720,25.557,27.070,26.940,26.945,26.579
A3490,27.674,27.168,27.347,23.720,25.557,27.070,26.940,26.945
A3491,27.698,27.674,27.168,27.347,23.720,25.557,27.070,26.940
A3492,28.198,27.698,27.674,27.168,27.347,23.720,25.557,27.070
A3493,26.353,28.198,27.698,27.674,27.168,27.347,23.720,25.557
A3494,23.850,26.353,28.198,27.698,27.674,27.168,27.347,23.720
A3495,27.650,23.850,26.353,28.198,27.698,27.674,27.168,27.347
A3496,28.215,27.650,23.850,26.353,28.198,27.698,27.674,27.168
A3497,27.816,28.215,27.650,23.850,26.353,28.198,27.698,27.674
A3498,28.223,27.816,28.215,27.650,23.850,26.353,28.198,27.698
A3499,27.891,28.223,27.816,28.215,27.650,23.850,26.353,28.198
A3500,25.741,27.891,28.223,27.816,28.215,27.650,23.850,26.353
A3501,23.586,25.741,27.891,28.223,27.816,28.215,27.650,23.850
A3502,24.794,23.586,25.741,27.891,28.223,27.816,28.215,27.650
A3503,27.649,24.794,23.586,25.741,27.891,28.223,27.816,28.215
A3504,28.366,27.649,24.794,23.586,25.741,27.891,28.223,27.816
A3505,28.329,28.366,27.649,24.794,23.586,25.741,27.891,28.223
A3506,28.531,28.329,28.366,27.649,24.794,23.586,25.741,27.891
A3507,27.109,28.531,28.329,28.366,27.649,24.794,23.586,25.741
A3508,24.645,27.109,28.531,28.329,28.366,27.649,24.794,23.586
A3509,27.776,24.645,27.109,28.531,28.329,28.366,27.649,24.794
A3510,27.991,27.776,24.645,27.109,28.531,28.329,28.366,27.649
A3511,28.129,27.991,27.776,24.645,27.109,28.531,28.329,28.366
A3512,28.125,28.129,27.991,27.776,24.645,27.109,28.531,28.329
A3513,28.333,28.125,28.129,27.991,27.776,24.645,27.109,28.531
A3514,26.481,28.333,28.125,28.129,27.991,27.776,24.645,27.109
A3515,24.702,26.481,28.333,28.125,28.129,27.991,27.776,24.645
A3516,28.186,24.702,26.481,28.333,28.125,28.129,27.991,27.776
A3517,28.552,28.186,24.702,26.481,28.333,28.125,28.129,27.991
A3518,28.331,28.552,28.186,24.702,26.481,28.333,28.125,28.129
A3519,28.359,28.331,28.552,28.186,24.702,26.481,28.333,28.125
A3520,28.121,28.359,28.331,28.552,28.186,24.702,26.481,28.333
A3521,26.187,28.121,28.359,28.331,28.552,28.186,24.702,26.481
A3522,24.194,26.187,28.121,28.359,28.331,28.552,28.186,24.702
A3523,27.872,24.194,26.187,28.121,28.359,28.331,28.552,28.186
A3524,28.436,27.872,24.194,26.187,28.121,28.359,28.331,28.552
A3525,25.591,28.436,27.872,24.194,26.187,28.121,28.359,28.331
A3526,28.669,25.591,28.436,27.872,24.194,26.187,28.121,28.359
A3527,28.973,28.669,25.591,28.436,27.872,24.194,26.187,28.121
A3528,27.234,28.973,28.669,25.591,28.436,27.872,24.194,26.187
A3529,24.836,27.234,28.973,28.669,25.591,28.436,27.872,24.194
A3530,28.125,24.836,27.234,28.973,28.669,25.591,28.436,27.872
A3531,28.509,28.125,24.836,27.234,28.973,28.669,25.591,28.436
A3532,27.896,28.509,28.125,24.836,27.234,28.973,28.669,25.591
A3533,28.428,27.896,28.509,28.125,24.836,27.234,28.973,28.669
A3534,28.922,28.428,27.896,28.509,28.125,24.836,27.234,28.973
A3535,27.357,28.922,28.428,27.896,28.509,28.125,24.836,27.234
A3536,25.237,27.357,28.922,28.428,27.896,28.509,28.125,24.836
A3537,29.116,25.237,27.357,28.922,28.428,27.896,28.509,28.125
A3538,29.566,29.116,25.237,27.357,28.922,28.428,27.896,28.509
A3539,29.912,29.566,29.116,25.237,27.357,28.922,28.428,27.896
A3540,29.969,29.912,29.566,29.116,25.237,27.357,28.922,28.428
A3541,29.878,29.969,29.912,29.566,29.116,25.237,27.357,28.922
A3542,27.833,29.878,29.969,29.912,29.566,29.116,25.237,27.357
A3543,25.831,27.833,29.878,29.969,29.912,29.566,29.116,25.237
A3544,29.153,25.831,27.833,29.878,29.969,29.912,29.566,29.116
A3545,29.190,29.153,25.831,27.833,29.878,29.969,29.912,29.566
A3546,29.509,29.190,29.153,25.831,27.833,29.878,29.969,29.912
A3547,29.624,29.509,29.190,29.153,25.831,27.833,29.878,29.969
A3548,29.356,29.624,29.509,29.190,29.153,25.831,27.833,29.878
A3549,27.380,29.356,29.624,29.509,29.190,29.153,25.831,27.833
A3550,25.022,27.380,29.356,29.624,29.509,29.190,29.153,25.831
A3551,28.123,25.022,27.380,29.356,29.624,29.509,29.190,29.153
A3552,28.366,28.123,25.022,27.380,29.356,29.624,29.509,29.190
A3553,28.911,28.366,28.123,25.022,27.380,29.356,29.624,29.509
A3554,28.641,28.911,28.366,28.123,25.022,27.380,29.356,29.624
A3555,28.733,28.641,28.911,28.366,28.123,25.022,27.380,29.356
A3556,27.630,28.733,28.641,28.911,28.366,28.123,25.022,27.380
A3557,25.352,27.630,28.733,28.641,28.911,28.366,28.123,25.022
A3558,28.466,25.352,27.630,28.733,28.641,28.911,28.366,28.123
A3559,29.460,28.466,25.352,27.630,28.733,28.641,28.911,28.366
A3560,26.524,29.460,28.466,25.352,27.630,28.733,28.641,28.911
A3561,29.469,26.524,29.460,28.466,25.352,27.630,28.733,28.641
A3562,29.496,29.469,26.524,29.460,28.466,25.352,27.630,28.733
A3563,27.638,29.496,29.469,26.524,29.460,28.466,25.352,27.630
A3564,24.811,27.638,29.496,29.469,26.524,29.460,28.466,25.352
A3565,28.880,24.811,27.638,29.496,29.469,26.524,29.460,28.466
A3566,29.047,28.880,24.811,27.638,29.496,29.469,26.524,29.460
A3567,29.448,29.047,28.880,24.811,27.638,29.496,29.469,26.524
A3568,26.866,29.448,29.047,28.880,24.811,27.638,29.496,29.469
A3569,26.099,26.866,29.448,29.047,28.880,24.811,27.638,29.496
A3570,25.254,26.099,26.866,29.448,29.047,28.880,24.811,27.638
A3571,24.739,25.254,26.099,26.866,29.448,29.047,28.880,24.811
A3572,27.715,24.739,25.254,26.099,26.866,29.448,29.047,28.880
A3573,29.060,27.715,24.739,25.254,26.099,26.866,29.448,29.047
A3574,28.625,29.060,27.715,24.739,25.254,26.099,26.866,29.448
A3575,28.939,28.625,29.060,27.715,24.739,25.254,26.099,26.866
A3576,28.703,28.939,28.625,29.060,27.715,24.739,25.254,26.099
A3577,26.823,28.703,28.939,28.625,29.060,27.715,24.739,25.254
A3578,24.194,26.823,28.703,28.939,28.625,29.060,27.715,24.739
A3579,27.728,24.194,26.823,28.703,28.939,28.625,29.060,27.715
A3580,28.317,27.728,24.194,26.823,28.703,28.939,28.625,29.060
A3581,24.490,28.317,27.728,24.194,26.823,28.703,28.939,28.625
A3582,27.506,24.490,28.317,27.728,24.194,26.823,28.703,28.939
A3583,27.782,27.506,24.490,28.317,27.728,24.194,26.823,28.703
A3584,26.817,27.782,27.506,24.490,28.317,27.728,24.194,26.823
A3585,24.927,26.817,27.782,27.506,24.490,28.317,27.728,24.194
A3586,28.150,24.927,26.817,27.782,27.506,24.490,28.317,27.728
A3587,28.698,28.150,24.927,26.817,27.782,27.506,24.490,28.317
A3588,28.776,28.698,28.150,24.927,26.817,27.782,27.506,24.490
A3589,28.875,28.776,28.698,28.150,24.927,26.817,27.782,27.506
A3590,28.525,28.875,28.776,28.698,28.150,24.927,26.817,27.782
A3591,26.684,28.525,28.875,28.776,28.698,28.150,24.927,26.817
A3592,23.942,26.684,28.525,28.875,28.776,28.698,28.150,24.927
A3593,25.676,23.942,26.684,28.525,28.875,28.776,28.698,28.150
A3594,24.837,25.676,23.942,26.684,28.525,28.875,28.776,28.698
A3595,28.751,24.837,25.676,23.942,26.684,28.525,28.875,28.776
A3596,28.352,28.751,24.837,25.676,23.942,26.684,28.525,28.875
A3597,28.274,28.352,28.751,24.837,25.676,23.942,26.684,28.525
A3598,26.505,28.274,28.352,28.751,24.837,25.676,23.942,26.684
A3599,24.529,26.505,28.274,28.352,28.751,24.837,25.676,23.942
A3600,28.245,24.529,26.505,28.274,28.352,28.751,24.837,25.676
A3601,28.481,28.245,24.529,26.505,28.274,28.352,28.751,24.837
A3602,28.582,28.481,28.245,24.529,26.505,28.274,28.352,28.751
A3603,29.246,28.582,28.481,28.245,24.529,26.505,28.274,28.352
A3604,28.704,29.246,28.582,28.481,28.245,24.529,26.505,28.274
A3605,26.718,28.704,29.246,28.582,28.481,28.245,24.529,26.505
A3606,24.567,26.718,28.704,29.246,28.582,28.481,28.245,24.529
A3607,28.451,24.567,26.718,28.704,29.246,28.582,28.481,28.245
A3608,29.316,28.451,24.567,26.718,28.704,29.246,28.582,28.481
A3609,29.121,29.316,28.451,24.567,26.718,28.704,29.246,28.582
A3610,28.787,29.121,29.316,28.451,24.567,26.718,28.704,29.246
A3611,28.865,28.787,29.121,29.316,28.451,24.567,26.718,28.704
A3612,26.785,28.865,28.787,29.121,29.316,28.451,24.567,26.718
A3613,24.286,26.785,28.865,28.787,29.121,29.316,28.451,24.567
A3614,28.393,24.286,26.785,28.865,28.787,29.121,29.316,28.451
A3615,29.469,28.393,24.286,26.785,28.865,28.787,29.121,29.316
A3616,29.361,29.469,28.393,24.286,26.785,28.865,28.787,29.121
A3617,27.327,29.361,29.469,28.393,24.286,26.785,28.865,28.787
A3618,28.924,27.327,29.361,29.469,28.393,24.286,26.785,28.865
A3619,27.526,28.924,27.327,29.361,29.469,28.393,24.286,26.785
A3620,25.072,27.526,28.924,27.327,29.361,29.469,28.393,24.286
A3621,28.847,25.072,27.526,28.924,27.327,29.361,29.469,28.393
A3622,29.471,28.847,25.072,27.526,28.924,27.327,29.361,29.469
A3623,29.593,29.471,28.847,25.072,27.526,28.924,27.327,29.361
A3624,29.559,29.593,29.471,28.847,25.072,27.526,28.924,27.327
A3625,29.302,29.559,29.593,29.471,28.847,25.072,27.526,28.924
A3626,27.605,29.302,29.559,29.593,29.471,28.847,25.072,27.526
A3627,25.720,27.605,29.302,29.559,29.593,29.471,28.847,25.072
A3628,28.542,25.720,27.605,29.302,29.559,29.593,29.471,28.847
A3629,29.155,28.542,25.720,27.605,29.302,29.559,29.593,29.471
A3630,29.019,29.155,28.542,25.720,27.605,29.302,29.559,29.593
A3631,29.102,29.019,29.155,28.542,25.720,27.605,29.302,29.559
A3632,28.429,29.102,29.019,29.155,28.542,25.720,27.605,29.302
A3633,26.542,28.429,29.102,29.019,29.155,28.542,25.720,27.605
A3634,23.943,26.542,28.429,29.102,29.019,29.155,28.542,25.720
A3635,26.837,23.943,26.542,28.429,29.102,29.019,29.155,28.542
A3636,27.946,26.837,23.943,26.542,28.429,29.102,29.019,29.155
A3637,27.830,27.946,26.837,23.943,26.542,28.429,29.102,29.019
A3638,27.811,27.830,27.946,26.837,23.943,26.542,28.429,29.102
A3639,27.683,27.811,27.830,27.946,26.837,23.943,26.542,28.429
A3640,26.057,27.683,27.811,27.830,27.946,26.837,23.943,26.542
A3641,23.537,26.057,27.683,27.811,27.830,27.946,26.837,23.943
A3642,26.087,23.537,26.057,27.683,27.811,27.830,27.946,26.837
A3643,27.890,26.087,23.537,26.057,27.683,27.811,27.830,27.946
A3644,28.059,27.890,26.087,23.537,26.057,27.683,27.811,27.830
A3645,27.330,28.059,27.890,26.087,23.537,26.057,27.683,27.811
A3646,26.800,27.330,28.059,27.890,26.087,23.537,26.057,27.683
A3647,26.324,26.800,27.330,28.059,27.890,26.087,23.537,26.057
A3648,24.570,26.324,26.800,27.330,28.059,27.890,26.087,23.537
A3649,27.571,24.570,26.324,26.800,27.330,28.059,27.890,26.087
A3650,27.474,27.571,24.570,26.324,26.800,27.330,28.059,27.890
A3651,27.312,27.474,27.571,24.570,26.324,26.800,27.330,28.059
A3652,27.957,27.312,27.474,27.571,24.570,26.324,26.800,27.330
A3653,27.769,27.957,27.312,27.474,27.571,24.570,26.324,26.800
A3654,26.012,27.769,27.957,27.312,27.474,27.571,24.570,26.324
A3655,23.870,26.012,27.769,27.957,27.312,27.474,27.571,24.570
A3656,24.990,23.870,26.012,27.769,27.957,27.312,27.474,27.571
A3657,25.902,24.990,23.870,26.012,27.769,27.957,27.312,27.474
A3658,26.107,25.902,24.990,23.870,26.012,27.769,27.957,27.312
A3659,25.511,26.107,25.902,24.990,23.870,26.012,27.769,27.957
A3660,26.071,25.511,26.107,25.902,24.990,23.870,26.012,27.769
A3661,25.370,26.071,25.511,26.107,25.902,24.990,23.870,26.012
A3662,22.895,25.370,26.071,25.511,26.107,25.902,24.990,23.870
A3663,25.732,22.895,25.370,26.071,25.511,26.107,25.902,24.990
A3664,26.412,25.732,22.895,25.370,26.071,25.511,26.107,25.902
A3665,27.343,26.412,25.732,22.895,25.370,26.071,25.511,26.107
A3666,27.469,27.343,26.412,25.732,22.895,25.370,26.071,25.511
A3667,27.733,27.469,27.343,26.412,25.732,22.895,25.370,26.071
A3668,26.300,27.733,27.469,27.343,26.412,25.732,22.895,25.370
A3669,24.107,26.300,27.733,27.469,27.343,26.412,25.732,22.895
A3670,27.426,24.107,26.300,27.733,27.469,27.343,26.412,25.732
A3671,28.185,27.426,24.107,26.300,27.733,27.469,27.343,26.412
A3672,28.602,28.185,27.426,24.107,26.300,27.733,27.469,27.343
A3673,28.389,28.602,28.185,27.426,24.107,26.300,27.733,27.469
A3674,28.375,28.389,28.602,28.185,27.426,24.107,26.300,27.733
A3675,26.648,28.375,28.389,28.602,28.185,27.426,24.107,26.300
A3676,24.613,26.648,28.375,28.389,28.602,28.185,27.426,24.107
A3677,27.700,24.613,26.648,28.375,28.389,28.602,28.185,27.426
A3678,28.467,27.700,24.613,26.648,28.375,28.389,28.602,28.185
A3679,28.130,28.467,27.700,24.613,26.648,28.375,28.389,28.602
A3680,27.231,28.130,28.467,27.700,24.613,26.648,28.375,28.389
A3681,26.942,27.231,28.130,28.467,27.700,24.613,26.648,28.375
A3682,25.224,26.942,27.231,28.130,28.467,27.700,24.613,26.648
A3683,22.836,25.224,26.942,27.231,28.130,28.467,27.700,24.613
A3684,25.352,22.836,25.224,26.942,27.231,28.130,28.467,27.700
A3685,26.047,25.352,22.836,25.224,26.942,27.231,28.130,28.467
A3686,25.189,26.047,25.352,22.836,25.224,26.942,27.231,28.130
A3687,25.861,25.189,26.047,25.352,22.836,25.224,26.942,27.231
A3688,25.042,25.861,25.189,26.047,25.352,22.836,25.224,26.942
A3689,23.975,25.042,25.861,25.189,26.047,25.352,22.836,25.224
A3690,23.000,23.975,25.042,25.861,25.189,26.047,25.352,22.836
A3691,24.107,23.000,23.975,25.042,25.861,25.189,26.047,25.352
A3692,23.091,24.107,23.000,23.975,25.042,25.861,25.189,26.047
A3693,25.460,23.091,24.107,23.000,23.975,25.042,25.861,25.189
A3694,26.325,25.460,23.091,24.107,23.000,23.975,25.042,25.861
A3695,26.155,26.325,25.460,23.091,24.107,23.000,23.975,25.042
A3696,24.840,26.155,26.325,25.460,23.091,24.107,23.000,23.975
A3697,23.759,24.840,26.155,26.325,25.460,23.091,24.107,23.000
A3698,25.707,23.759,24.840,26.155,26.325,25.460,23.091,24.107
A3699,26.330,25.707,23.759,24.840,26.155,26.325,25.460,23.091
